Reporting Date,Deal Owner,Customer,Country,Sales stage,Deal size,Probability,Weighted Forecast,Sales Channel,Close Date/Expected Close Date,Next Steps,Column1,
09-Feb-2015,Denny,Customer 468,Germany,Qualified,680,65.0%,442,F2F,22-Jun-2015,No Response,133,
09-Feb-2015,Tim,Customer 469,India,Identified,210,55.0%,115.5,Telesales,19-Jun-2015,Follow up on call,130,
10-Feb-2015,Charlie,Customer 470,US,Lost,1640,60.0%,984,Partners,27-Apr-2015,,76,
10-Feb-2015,Tim,Customer 471,UK,Qualified,3490,75.0%,2617.5,Partners,27-Apr-2015,Schedule a Meeting,76,
10-Feb-2015,Rachael,Customer 472,Indonesia,Identified,3890,75.0%,2917.5,Partners,25-Jun-2015,Follow up on call,135,
10-Feb-2015,Denny,Customer 473,UK,Identified,4590,75.0%,3442.5,Telesales,27-May-2015,Schedule a Meeting,106,
10-Feb-2015,Lynda,Customer 474,Malaysia,Validated,700,80.0%,560,F2F,19-May-2015,,98,
10-Feb-2015,Cameron,Customer 475,Malaysia,Proposal,4680,85.0%,3978,Partners,30-Apr-2015,Follow up on call,79,
10-Feb-2015,Rose,Customer 476,Indonesia,Qualified,1980,55.0%,1089,F2F,09-Jun-2015,Send Email,119,
10-Feb-2015,Denny,Customer 477,UK,Validated,860,60.0%,516,Partners,18-Apr-2015,Follow up on call,67,
10-Feb-2015,Denny,Customer 478,Germany,Validated,800,65.0%,520,Telesales,16-Jun-2015,No Response,126,
10-Feb-2015,John,Customer 479,China,Validated,3260,55.0%,1793,Partners,16-Apr-2015,Send Email,65,
11-Feb-2015,Adrian,Customer 480,China,Validated,3840,85.0%,3264,Partners,15-Jun-2015,Schedule a Meeting,124,
11-Feb-2015,Arnold,Customer 481,Canada,Proposal,1850,85.0%,1572.5,F2F,22-May-2015,Follow up on call,100,
11-Feb-2015,Cameron,Customer 482,Canada,Proposal,1760,60.0%,1056,Telesales,15-Jun-2015,Schedule a Meeting,124,
11-Feb-2015,Adrian,Customer 483,Germany,Won,1320,55.0%,726,Partners,22-Feb-2015,,,
11-Feb-2015,Tim,Customer 484,Malaysia,Qualified,1940,55.0%,1067,F2F,07-Apr-2015,No Response,55,
11-Feb-2015,Martha,Customer 485,France,Identified,3050,70.0%,2135,F2F,07-Apr-2015,Follow up on call,55,
11-Feb-2015,Chang,Customer 486,France,Proposal,4760,70.0%,3332,Telesales,08-Apr-2015,Schedule a Meeting,56,
11-Feb-2015,Rachael,Customer 487,Canada,Identified,1070,55.0%,588.5,F2F,25-Jun-2015,Schedule a Meeting,134,
11-Feb-2015,Chang,Customer 488,Indonesia,Won,420,80.0%,336,Website,26-Feb-2015,,,
11-Feb-2015,Angela,Customer 489,Germany,Validated,380,60.0%,228,F2F,11-Jun-2015,Follow up on call,120,
11-Feb-2015,John,Customer 490,Germany,Proposal,420,85.0%,357,F2F,14-May-2015,Schedule a Meeting,92,
11-Feb-2015,Joe,Customer 491,Australia,Validated,3750,80.0%,3000,Telesales,29-Apr-2015,No Response,77,
12-Feb-2015,Adrian,Customer 492,Australia,Identified,3640,70.0%,2548,Telesales,07-Apr-2015,Follow up on call,54,
12-Feb-2015,Martha,Customer 493,Malaysia,Qualified,2530,70.0%,1771,F2F,11-Apr-2015,No Response,58,
12-Feb-2015,Denny,Customer 494,UK,Identified,2230,55.0%,1226.5,F2F,23-Apr-2015,Schedule a Meeting,70,
12-Feb-2015,Edwin,Customer 495,Malaysia,Proposal,220,65.0%,143,Website,14-Jun-2015,Schedule a Meeting,122,
12-Feb-2015,Tim,Customer 496,US,Won,540,65.0%,351,Website,20-Mar-2015,,,
12-Feb-2015,Joe,Customer 497,Malaysia,Identified,1330,65.0%,864.5,F2F,22-May-2015,Follow up on call,99,
12-Feb-2015,Martha,Customer 498,Germany,Won,2080,65.0%,1352,Telesales,11-Mar-2015,,,
12-Feb-2015,Chang,Customer 499,US,Identified,2350,75.0%,1762.5,Telesales,16-May-2015,Follow up on call,93,
12-Feb-2015,Mike,Customer 500,Malaysia,Validated,1040,85.0%,884,F2F,20-Jun-2015,No Response,128,
12-Feb-2015,Charlie,Customer 501,Indonesia,Identified,2360,85.0%,2006,F2F,19-Apr-2015,Schedule a Meeting,66,
12-Feb-2015,Cameron,Customer 502,Indonesia,Validated,4740,75.0%,3555,F2F,07-Apr-2015,Follow up on call,54,
12-Feb-2015,Bob,Customer 503,US,Identified,4860,75.0%,3645,Telesales,01-May-2015,Schedule a Meeting,78,
12-Feb-2015,John,Customer 504,Australia,Identified,1830,85.0%,1555.5,Partners,27-May-2015,,104,
12-Feb-2015,John,Customer 505,France,Qualified,3540,60.0%,2124,Partners,17-May-2015,No Response,94,
12-Feb-2015,Tim,Customer 506,Australia,Validated,4450,85.0%,3782.5,F2F,18-May-2015,Schedule a Meeting,95,
13-Feb-2015,Arnold,Customer 507,Canada,Qualified,2440,85.0%,2074,F2F,01-Jun-2015,No Response,108,
13-Feb-2015,Denny,Customer 508,Germany,Qualified,1290,85.0%,1096.5,F2F,24-Jun-2015,Send Email,131,
13-Feb-2015,Edwin,Customer 509,Canada,Identified,4790,70.0%,3353,Telesales,04-May-2015,Send Email,80,
13-Feb-2015,Paul,Customer 510,Germany,Validated,1810,70.0%,1267,F2F,20-May-2015,Follow up on call,96,
13-Feb-2015,Chang,Customer 511,Malaysia,Identified,1270,75.0%,952.5,Partners,29-Apr-2015,Follow up on call,75,
13-Feb-2015,Lynda,Customer 512,US,Qualified,4580,75.0%,3435,F2F,24-Jun-2015,Schedule a Meeting,131,
13-Feb-2015,John,Customer 513,UK,Validated,3560,75.0%,2670,Telesales,19-May-2015,Send Email,95,
13-Feb-2015,Denny,Customer 514,France,Proposal,880,60.0%,528,F2F,26-Apr-2015,Schedule a Meeting,72,
13-Feb-2015,Lynda,Customer 515,India,Validated,1480,70.0%,1036,F2F,09-Apr-2015,No Response,55,
14-Feb-2015,Edwin,Customer 516,Australia,Proposal,700,60.0%,420,Partners,03-Jun-2015,Send Email,109,
14-Feb-2015,Denny,Customer 517,Indonesia,Validated,990,65.0%,643.5,Telesales,05-Apr-2015,Follow up on call,50,
14-Feb-2015,John,Customer 518,US,Qualified,2930,75.0%,2197.5,F2F,10-Apr-2015,No Response,55,
14-Feb-2015,Paul,Customer 519,Malaysia,Identified,3140,80.0%,2512,F2F,11-Jun-2015,Follow up on call,117,
14-Feb-2015,Joe,Customer 520,Germany,Identified,2550,85.0%,2167.5,F2F,22-Jun-2015,No Response,128,
14-Feb-2015,Cameron,Customer 521,China,Qualified,4390,80.0%,3512,F2F,12-Jun-2015,Follow up on call,118,
14-Feb-2015,Tim,Customer 522,Indonesia,Qualified,2990,60.0%,1794,F2F,14-Jun-2015,Schedule a Meeting,120,
14-Feb-2015,Arnold,Customer 523,Germany,Proposal,3570,85.0%,3034.5,F2F,19-May-2015,No Response,94,
15-Feb-2015,Adrian,Customer 524,Germany,Identified,3910,75.0%,2932.5,Telesales,29-May-2015,Follow up on call,103,
15-Feb-2015,Tim,Customer 525,Indonesia,Identified,600,65.0%,390,Partners,16-Apr-2015,Send Email,60,
15-Feb-2015,Rachael,Customer 526,Australia,Qualified,660,75.0%,495,F2F,26-Apr-2015,Send Email,70,
15-Feb-2015,Cameron,Customer 527,Indonesia,Validated,3320,75.0%,2490,F2F,10-May-2015,Follow up on call,84,
15-Feb-2015,Tim,Customer 528,India,Proposal,1470,75.0%,1102.5,Partners,28-May-2015,No Response,102,
15-Feb-2015,Greg,Customer 529,France,Identified,3640,65.0%,2366,Telesales,18-Apr-2015,No Response,62,
16-Feb-2015,Greg,Customer 530,Germany,Qualified,1100,80.0%,880,F2F,15-Jun-2015,Follow up on call,119,
16-Feb-2015,Mike,Customer 531,China,Qualified,2060,70.0%,1442,Telesales,18-Apr-2015,,61,
16-Feb-2015,Arnold,Customer 532,India,Validated,4020,70.0%,2814,F2F,12-Jun-2015,Follow up on call,116,
16-Feb-2015,Angela,Customer 533,US,Identified,3720,75.0%,2790,F2F,01-Jun-2015,Schedule a Meeting,105,
16-Feb-2015,Piere,Customer 534,India,Identified,970,65.0%,630.5,F2F,11-Apr-2015,Schedule a Meeting,54,
16-Feb-2015,Bob,Customer 535,Malaysia,Validated,1800,50.0%,900,Telesales,06-Apr-2015,,49,
16-Feb-2015,Angela,Customer 536,Malaysia,Won,4830,80.0%,3864,F2F,25-Mar-2015,,,
17-Feb-2015,Tim,Customer 537,India,Identified,1080,55.0%,594,F2F,06-May-2015,,78,
17-Feb-2015,Greg,Customer 538,Australia,Identified,1760,75.0%,1320,Telesales,21-Apr-2015,No Response,63,
17-Feb-2015,Greg,Customer 539,Australia,Validated,1220,60.0%,732,F2F,12-Apr-2015,Send Email,54,
17-Feb-2015,Cameron,Customer 540,Indonesia,Won,2250,75.0%,1687.5,Partners,28-Mar-2015,,,
17-Feb-2015,Chang,Customer 541,India,Qualified,3490,75.0%,2617.5,Telesales,29-Jun-2015,No Response,132,
17-Feb-2015,Rose,Customer 542,Australia,Identified,2410,55.0%,1325.5,Partners,15-May-2015,Follow up on call,87,
17-Feb-2015,Adrian,Customer 543,US,Won,770,65.0%,500.5,Telesales,16-Mar-2015,,,
17-Feb-2015,Chang,Customer 544,Australia,Identified,390,85.0%,331.5,Website,17-Apr-2015,Send Email,59,
18-Feb-2015,Paul,Customer 545,Canada,Identified,2500,55.0%,1375,Telesales,21-Apr-2015,Follow up on call,62,
18-Feb-2015,John,Customer 546,France,Proposal,2990,55.0%,1644.5,F2F,28-May-2015,Schedule a Meeting,99,
18-Feb-2015,Charlie,Customer 547,UK,Proposal,990,80.0%,792,Partners,28-Apr-2015,Schedule a Meeting,69,
18-Feb-2015,Cameron,Customer 548,India,Validated,4940,60.0%,2964,F2F,20-May-2015,No Response,91,
18-Feb-2015,Cameron,Customer 549,UK,Qualified,3990,80.0%,3192,F2F,09-Jun-2015,Follow up on call,111,
18-Feb-2015,Lynda,Customer 550,Malaysia,Qualified,1680,85.0%,1428,F2F,03-May-2015,Follow up on call,74,
18-Feb-2015,Mike,Customer 551,Australia,Proposal,2920,80.0%,2336,F2F,12-Apr-2015,,53,
18-Feb-2015,Greg,Customer 552,China,Identified,3670,65.0%,2385.5,F2F,24-May-2015,Schedule a Meeting,95,
18-Feb-2015,John,Customer 553,Australia,Validated,3100,80.0%,2480,Telesales,15-Apr-2015,Follow up on call,56,
18-Feb-2015,Paul,Customer 554,Australia,Qualified,3950,65.0%,2567.5,Telesales,05-Jun-2015,Schedule a Meeting,107,
18-Feb-2015,Martha,Customer 555,Canada,Proposal,2060,70.0%,1442,Telesales,17-Apr-2015,Schedule a Meeting,58,
19-Feb-2015,Rose,Customer 556,US,Identified,4120,55.0%,2266,Partners,18-Apr-2015,,58,
19-Feb-2015,Arnold,Customer 557,Germany,Validated,240,55.0%,132,Website,18-May-2015,,88,
19-Feb-2015,Rose,Customer 558,Malaysia,Identified,3410,75.0%,2557.5,Telesales,26-Apr-2015,Follow up on call,66,
19-Feb-2015,Rachael,Customer 559,Germany,Identified,4140,85.0%,3519,Partners,17-Apr-2015,Follow up on call,57,
19-Feb-2015,Martha,Customer 560,Indonesia,Qualified,4220,55.0%,2321,Telesales,02-Jun-2015,Follow up on call,103,
19-Feb-2015,Edwin,Customer 561,France,Qualified,4370,85.0%,3714.5,Telesales,06-Apr-2015,Follow up on call,46,
19-Feb-2015,Charlie,Customer 562,China,Proposal,1530,60.0%,918,F2F,12-May-2015,Follow up on call,82,
19-Feb-2015,Edwin,Customer 563,Germany,Lost,970,65.0%,630.5,F2F,27-Apr-2015,,67,
19-Feb-2015,Joe,Customer 564,US,Validated,4920,70.0%,3444,F2F,13-Apr-2015,Schedule a Meeting,53,
20-Feb-2015,Joe,Customer 565,Germany,Proposal,2200,80.0%,1760,Partners,25-Jun-2015,No Response,125,
20-Feb-2015,Angela,Customer 566,Germany,Qualified,530,85.0%,450.5,F2F,11-May-2015,Schedule a Meeting,80,
20-Feb-2015,Lynda,Customer 567,Australia,Validated,3130,55.0%,1721.5,F2F,15-May-2015,Follow up on call,84,
20-Feb-2015,Edwin,Customer 568,France,Identified,1640,70.0%,1148,Partners,16-Apr-2015,Follow up on call,55,
20-Feb-2015,Lynda,Customer 569,UK,Proposal,4160,85.0%,3536,Telesales,15-Apr-2015,,54,
20-Feb-2015,John,Customer 570,Malaysia,Won,4950,55.0%,2722.5,Partners,09-Mar-2015,,,
20-Feb-2015,Edwin,Customer 571,Germany,Proposal,3930,70.0%,2751,Partners,15-May-2015,Schedule a Meeting,84,
20-Feb-2015,Lynda,Customer 572,Indonesia,Won,3410,75.0%,2557.5,F2F,31-Mar-2015,,,
20-Feb-2015,Rachael,Customer 573,France,Won,500,75.0%,375,Partners,31-Mar-2015,,,
20-Feb-2015,John,Customer 574,Australia,Identified,3460,80.0%,2768,F2F,11-Jun-2015,Follow up on call,111,
20-Feb-2015,Edwin,Customer 575,Malaysia,Validated,460,85.0%,391,Website,31-May-2015,Follow up on call,100,
20-Feb-2015,Edwin,Customer 576,Indonesia,Identified,3310,85.0%,2813.5,Telesales,20-Jun-2015,Schedule a Meeting,120,
20-Feb-2015,Greg,Customer 577,India,Won,2000,60.0%,1200,Telesales,12-Mar-2015,,,
20-Feb-2015,Angela,Customer 578,France,Qualified,560,65.0%,364,Telesales,16-May-2015,Send Email,85,
21-Feb-2015,Adrian,Customer 579,Indonesia,Qualified,2290,60.0%,1374,F2F,13-Jun-2015,Send Email,112,
21-Feb-2015,Rachael,Customer 580,US,Proposal,850,60.0%,510,F2F,28-May-2015,Schedule a Meeting,96,
21-Feb-2015,Piere,Customer 581,France,Validated,3540,75.0%,2655,Partners,22-May-2015,Schedule a Meeting,90,
21-Feb-2015,Joe,Customer 582,US,Identified,2960,75.0%,2220,Telesales,14-May-2015,Schedule a Meeting,82,
21-Feb-2015,Chang,Customer 583,Indonesia,Qualified,1420,75.0%,1065,Partners,08-Apr-2015,Follow up on call,46,
22-Feb-2015,Bob,Customer 584,China,Identified,3450,65.0%,2242.5,F2F,24-May-2015,Send Email,91,
22-Feb-2015,Tim,Customer 585,France,Validated,3530,65.0%,2294.5,Telesales,10-Apr-2015,Follow up on call,47,
22-Feb-2015,Tim,Customer 586,Malaysia,Identified,1260,85.0%,1071,F2F,14-Jun-2015,Send Email,112,
22-Feb-2015,Angela,Customer 587,UK,Identified,4980,55.0%,2739,Partners,18-Jun-2015,No Response,116,
22-Feb-2015,Tim,Customer 588,Malaysia,Validated,3440,80.0%,2752,Partners,28-Apr-2015,,65,
22-Feb-2015,Lynda,Customer 589,Australia,Qualified,2350,80.0%,1880,F2F,25-Jun-2015,No Response,123,
22-Feb-2015,Mike,Customer 590,France,Qualified,890,85.0%,756.5,F2F,10-Jun-2015,Schedule a Meeting,108,
22-Feb-2015,Lynda,Customer 591,China,Qualified,3460,60.0%,2076,Telesales,06-Jun-2015,No Response,104,
23-Feb-2015,Greg,Customer 592,UK,Proposal,2600,70.0%,1820,F2F,20-Jun-2015,Send Email,117,
23-Feb-2015,Charlie,Customer 593,Germany,Proposal,3800,70.0%,2660,F2F,29-Apr-2015,Schedule a Meeting,65,
23-Feb-2015,Rachael,Customer 594,India,Validated,4700,85.0%,3995,Partners,15-Apr-2015,Schedule a Meeting,51,
23-Feb-2015,Tim,Customer 595,Malaysia,Qualified,1100,80.0%,880,Partners,24-May-2015,Schedule a Meeting,90,
23-Feb-2015,Chang,Customer 596,Australia,Identified,2480,70.0%,1736,Partners,03-Apr-2015,Follow up on call,39,
23-Feb-2015,Martha,Customer 597,UK,Identified,1090,80.0%,872,F2F,08-May-2015,Send Email,74,
23-Feb-2015,Arnold,Customer 598,Indonesia,Identified,4550,85.0%,3867.5,F2F,23-Apr-2015,No Response,59,
23-Feb-2015,Arnold,Customer 599,China,Qualified,4530,55.0%,2491.5,F2F,16-Apr-2015,No Response,52,
23-Feb-2015,Chang,Customer 600,France,Qualified,4550,80.0%,3640,F2F,11-Jun-2015,Schedule a Meeting,108,
24-Feb-2015,Denny,Customer 601,India,Validated,3470,55.0%,1908.5,Partners,22-May-2015,No Response,87,
24-Feb-2015,John,Customer 602,US,Lost,4870,60.0%,2922,Telesales,17-May-2015,,82,
24-Feb-2015,Lynda,Customer 603,UK,Identified,3160,85.0%,2686,F2F,18-Apr-2015,Schedule a Meeting,53,
24-Feb-2015,Rachael,Customer 604,US,Qualified,4890,70.0%,3423,F2F,23-Apr-2015,No Response,58,
24-Feb-2015,Bob,Customer 605,India,Proposal,3110,85.0%,2643.5,Telesales,15-Apr-2015,Send Email,50,
24-Feb-2015,Piere,Customer 606,Australia,Identified,610,75.0%,457.5,F2F,08-Apr-2015,Schedule a Meeting,43,
24-Feb-2015,Rose,Customer 607,China,Qualified,4990,70.0%,3493,Telesales,28-May-2015,No Response,93,
24-Feb-2015,Paul,Customer 608,UK,Qualified,4950,60.0%,2970,F2F,17-May-2015,Schedule a Meeting,82,
24-Feb-2015,Martha,Customer 609,India,Identified,1580,65.0%,1027,F2F,30-Apr-2015,Schedule a Meeting,65,
24-Feb-2015,Lynda,Customer 610,Australia,Qualified,2670,55.0%,1468.5,F2F,21-Apr-2015,Follow up on call,56,
24-Feb-2015,Edwin,Customer 611,UK,Identified,4700,85.0%,3995,Partners,21-Apr-2015,No Response,56,
24-Feb-2015,Edwin,Customer 612,France,Won,1120,60.0%,672,Website,31-Mar-2015,,,
25-Feb-2015,Chang,Customer 613,UK,Qualified,4490,55.0%,2469.5,Partners,11-May-2015,No Response,75,
25-Feb-2015,Charlie,Customer 614,US,Validated,4650,65.0%,3022.5,F2F,29-Apr-2015,Schedule a Meeting,63,
25-Feb-2015,Lynda,Customer 615,UK,Proposal,2080,60.0%,1248,Partners,30-Apr-2015,Schedule a Meeting,64,
25-Feb-2015,Angela,Customer 616,France,Proposal,4600,65.0%,2990,F2F,12-Jun-2015,No Response,107,
25-Feb-2015,Mike,Customer 617,US,Identified,2460,80.0%,1968,Telesales,31-May-2015,,95,
25-Feb-2015,John,Customer 618,Australia,Identified,2610,70.0%,1827,F2F,17-Apr-2015,Send Email,51,
26-Feb-2015,Tim,Customer 619,India,Qualified,3820,60.0%,2292,Partners,27-Jun-2015,No Response,121,
26-Feb-2015,Bob,Customer 620,France,Validated,3020,75.0%,2265,F2F,22-Apr-2015,Follow up on call,55,
26-Feb-2015,Angela,Customer 621,Canada,Validated,250,60.0%,150,Website,03-May-2015,Follow up on call,66,
26-Feb-2015,Rose,Customer 622,India,Validated,440,70.0%,308,Website,06-May-2015,Follow up on call,69,
26-Feb-2015,Rose,Customer 623,France,Validated,3660,75.0%,2745,F2F,15-Jun-2015,Send Email,109,
26-Feb-2015,Chang,Customer 624,Australia,Identified,3080,70.0%,2156,F2F,17-May-2015,,80,
26-Feb-2015,Chang,Customer 625,France,Proposal,1620,85.0%,1377,Partners,22-Jun-2015,,116,
26-Feb-2015,Joe,Customer 626,Australia,Validated,1860,60.0%,1116,Partners,19-Apr-2015,Follow up on call,52,
27-Feb-2015,Chang,Customer 627,Canada,Qualified,4290,75.0%,3217.5,Partners,04-May-2015,Follow up on call,66,
27-Feb-2015,Rachael,Customer 628,France,Identified,220,65.0%,143,Telesales,20-Apr-2015,Schedule a Meeting,52,
27-Feb-2015,Denny,Customer 629,UK,Qualified,4260,60.0%,2556,F2F,13-Jun-2015,Send Email,106,
27-Feb-2015,Charlie,Customer 630,Indonesia,Qualified,1990,65.0%,1293.5,F2F,18-May-2015,Schedule a Meeting,80,
27-Feb-2015,Angela,Customer 631,US,Identified,2030,75.0%,1522.5,F2F,07-Apr-2015,Send Email,39,
27-Feb-2015,Charlie,Customer 632,France,Validated,3890,60.0%,2334,Telesales,04-May-2015,Schedule a Meeting,66,
27-Feb-2015,Arnold,Customer 633,China,Validated,5000,80.0%,4000,F2F,16-Apr-2015,Schedule a Meeting,48,
27-Feb-2015,Rose,Customer 634,Australia,Identified,4450,60.0%,2670,F2F,17-Jun-2015,,110,
27-Feb-2015,Joe,Customer 635,Indonesia,Proposal,1890,85.0%,1606.5,F2F,08-May-2015,No Response,70,
27-Feb-2015,Charlie,Customer 636,Australia,Identified,2070,70.0%,1449,F2F,15-May-2015,Follow up on call,77,
27-Feb-2015,Rachael,Customer 637,US,Identified,1250,55.0%,687.5,Partners,03-May-2015,,65,
27-Feb-2015,Lynda,Customer 638,Malaysia,Proposal,560,75.0%,420,Partners,15-Apr-2015,Follow up on call,47,
27-Feb-2015,Chang,Customer 639,UK,Validated,2230,50.0%,1115,F2F,04-Apr-2015,Send Email,36,
27-Feb-2015,Edwin,Customer 640,Australia,Validated,4430,65.0%,2879.5,F2F,07-May-2015,Send Email,69,
27-Feb-2015,Angela,Customer 641,India,Proposal,3080,75.0%,2310,Partners,08-May-2015,Schedule a Meeting,70,
27-Feb-2015,Chang,Customer 642,Indonesia,Identified,2880,55.0%,1584,F2F,06-Jun-2015,Send Email,99,
28-Feb-2015,Angela,Customer 643,China,Won,2160,65.0%,1404,F2F,25-Mar-2015,,,
28-Feb-2015,Paul,Customer 644,Germany,Qualified,3450,80.0%,2760,Telesales,04-Apr-2015,Schedule a Meeting,35,
28-Feb-2015,Lynda,Customer 645,China,Qualified,4630,60.0%,2778,F2F,20-May-2015,Schedule a Meeting,81,
28-Feb-2015,Lynda,Customer 646,US,Validated,4910,85.0%,4173.5,F2F,28-May-2015,Follow up on call,89,
28-Feb-2015,Angela,Customer 647,UK,Identified,1550,70.0%,1085,Telesales,10-May-2015,Follow up on call,71,
28-Feb-2015,Martha,Customer 648,Germany,Identified,1820,60.0%,1092,F2F,09-Jun-2015,Schedule a Meeting,101,
28-Feb-2015,Tim,Customer 649,France,Won,4040,80.0%,3232,Partners,17-Mar-2015,,,
28-Feb-2015,Tim,Customer 650,France,Identified,1580,60.0%,948,F2F,29-Jun-2015,Send Email,121,
28-Feb-2015,Rose,Customer 651,India,Lost,260,75.0%,195,Partners,04-Jun-2015,,96,
28-Feb-2015,Bob,Customer 652,Australia,Qualified,4030,85.0%,3425.5,F2F,22-May-2015,Send Email,83,
28-Feb-2015,Greg,Customer 653,Germany,Qualified,1630,80.0%,1304,F2F,15-Jun-2015,Schedule a Meeting,107,
28-Feb-2015,Arnold,Customer 654,Germany,Identified,2510,75.0%,1882.5,F2F,17-Jun-2015,Send Email,109,
28-Feb-2015,Charlie,Customer 655,Malaysia,Validated,3770,60.0%,2262,Partners,21-Apr-2015,Schedule a Meeting,52,
01-Mar-2015,Rose,Customer 656,UK,Validated,1500,60.0%,900,Telesales,01-May-2015,Schedule a Meeting,61,
01-Mar-2015,Lynda,Customer 657,Germany,Identified,2070,85.0%,1759.5,F2F,09-Apr-2015,Send Email,39,
01-Mar-2015,Arnold,Customer 658,China,Qualified,440,60.0%,264,F2F,13-Apr-2015,Send Email,43,
01-Mar-2015,Adrian,Customer 659,Malaysia,Validated,4010,55.0%,2205.5,F2F,19-Apr-2015,Schedule a Meeting,49,
01-Mar-2015,Paul,Customer 660,Germany,Qualified,1390,80.0%,1112,F2F,15-May-2015,Send Email,75,
01-Mar-2015,Denny,Customer 661,Indonesia,Validated,3550,85.0%,3017.5,Telesales,23-May-2015,Schedule a Meeting,83,
01-Mar-2015,Chang,Customer 662,UK,Identified,240,65.0%,156,Partners,27-May-2015,Follow up on call,87,
01-Mar-2015,Chang,Customer 663,Germany,Proposal,860,65.0%,559,F2F,14-Apr-2015,Follow up on call,44,
01-Mar-2015,Cameron,Customer 664,China,Validated,2620,65.0%,1703,Telesales,03-May-2015,Schedule a Meeting,63,
01-Mar-2015,Charlie,Customer 665,Canada,Qualified,2630,80.0%,2104,F2F,11-Jun-2015,Follow up on call,102,
02-Mar-2015,Greg,Customer 666,China,Qualified,920,55.0%,506,F2F,08-Apr-2015,No Response,37,
02-Mar-2015,Denny,Customer 667,France,Identified,4340,80.0%,3472,Partners,26-Apr-2015,Schedule a Meeting,55,
02-Mar-2015,Rachael,Customer 668,Indonesia,Proposal,1190,85.0%,1011.5,Partners,14-Jun-2015,Schedule a Meeting,104,
02-Mar-2015,Martha,Customer 669,China,Identified,550,65.0%,357.5,Telesales,18-Jun-2015,Schedule a Meeting,108,
02-Mar-2015,Denny,Customer 670,Canada,Identified,2610,60.0%,1566,F2F,27-Apr-2015,Schedule a Meeting,56,
02-Mar-2015,Cameron,Customer 671,France,Proposal,1210,70.0%,847,F2F,25-May-2015,Schedule a Meeting,84,
02-Mar-2015,Cameron,Customer 672,Germany,Validated,1190,75.0%,892.5,Partners,04-May-2015,Follow up on call,63,
02-Mar-2015,Tim,Customer 673,China,Qualified,600,65.0%,390,Telesales,09-Apr-2015,Schedule a Meeting,38,
02-Mar-2015,Denny,Customer 674,Indonesia,Qualified,1730,55.0%,951.5,Partners,28-Apr-2015,Schedule a Meeting,57,
02-Mar-2015,Martha,Customer 675,US,Identified,110,75.0%,82.5,Partners,18-Apr-2015,Follow up on call,47,
02-Mar-2015,Angela,Customer 676,India,Validated,3000,60.0%,1800,Partners,15-Jun-2015,Follow up on call,105,
02-Mar-2015,Rose,Customer 677,France,Validated,1740,65.0%,1131,F2F,11-Apr-2015,Follow up on call,40,
03-Mar-2015,Charlie,Customer 678,Indonesia,Identified,1830,75.0%,1372.5,Partners,23-Apr-2015,No Response,51,
03-Mar-2015,Tim,Customer 679,Australia,Lost,1470,55.0%,808.5,Partners,17-Apr-2015,,45,
03-Mar-2015,Paul,Customer 680,Indonesia,Identified,1560,65.0%,1014,Telesales,12-Apr-2015,Schedule a Meeting,40,
03-Mar-2015,Joe,Customer 681,US,Proposal,1790,50.0%,895,F2F,17-May-2015,Schedule a Meeting,75,
03-Mar-2015,Adrian,Customer 682,India,Identified,540,75.0%,405,F2F,16-Jun-2015,Schedule a Meeting,105,
03-Mar-2015,Denny,Customer 683,Malaysia,Lost,1190,70.0%,833,F2F,17-Apr-2015,,45,
03-Mar-2015,Adrian,Customer 684,Canada,Proposal,3100,85.0%,2635,F2F,08-Jun-2015,Follow up on call,97,
03-Mar-2015,Chang,Customer 685,Malaysia,Validated,1950,85.0%,1657.5,Partners,26-Jun-2015,No Response,115,
03-Mar-2015,Mike,Customer 686,India,Identified,4030,55.0%,2216.5,Telesales,18-May-2015,Schedule a Meeting,76,
03-Mar-2015,Bob,Customer 687,Malaysia,Qualified,1910,85.0%,1623.5,F2F,25-Jun-2015,,114,
03-Mar-2015,Arnold,Customer 688,Australia,Identified,620,65.0%,403,Partners,26-Jun-2015,No Response,115,
04-Mar-2015,Rachael,Customer 689,Germany,Lost,4310,85.0%,3663.5,F2F,24-May-2015,,81,
04-Mar-2015,John,Customer 690,UK,Proposal,1890,60.0%,1134,F2F,09-Apr-2015,Follow up on call,36,
04-Mar-2015,Cameron,Customer 691,Canada,Proposal,1380,65.0%,897,F2F,03-Jun-2015,No Response,91,
04-Mar-2015,Mike,Customer 692,China,Proposal,1170,65.0%,760.5,F2F,16-Jun-2015,Schedule a Meeting,104,
04-Mar-2015,Denny,Customer 693,Australia,Proposal,3960,65.0%,2574,F2F,27-Apr-2015,Send Email,54,
04-Mar-2015,Rose,Customer 694,India,Qualified,4300,50.0%,2150,F2F,01-May-2015,Follow up on call,58,
04-Mar-2015,Edwin,Customer 695,Canada,Validated,1460,85.0%,1241,F2F,14-Jun-2015,Follow up on call,102,
04-Mar-2015,Martha,Customer 696,China,Identified,490,85.0%,416.5,Website,17-May-2015,Follow up on call,74,
04-Mar-2015,Cameron,Customer 697,Canada,Identified,1310,70.0%,917,F2F,24-May-2015,Follow up on call,81,
04-Mar-2015,Denny,Customer 698,Malaysia,Validated,3460,70.0%,2422,F2F,16-Jun-2015,No Response,104,
04-Mar-2015,Mike,Customer 699,Canada,Qualified,2690,65.0%,1748.5,Telesales,16-Apr-2015,Send Email,43,
